label,custom_id,no_fine_tuning_gpt3_prediction,no_fine_tuning_gpt3_logprobs
0,translation-1073,1,-0.029662892000000003
0,translation-1081,0,-0.274025199999999
0,translation-1098,0,-0.0012803569
0,translation-1107,1,-0.00016063073
0,translation-1108,1,-0.00032044618
0,translation-1121,1,-1.6166903000000004e-05
0,translation-1126,1,-0.03378113
0,translation-1127,1,-0.46711028
0,translation-1130,1,-0.00018780550000000002
0,translation-1134,1,-1.2113979e-05
0,translation-1138,0,-8.983476400000003e-05
0,translation-1143,0,-0.07143593
0,translation-1154,0,-0.53421605
0,translation-1160,1,-0.0039748666
0,translation-1162,1,-1.378283e-05
0,translation-1165,1,-0.000131429509999
0,translation-1168,1,-0.00037359270000000003
0,translation-1175,1,-0.00040767390000000003
0,translation-1181,1,-0.0072860880000000005
0,translation-1183,1,-0.00017827288
0,translation-1187,0,-1.4527996
0,translation-1189,1,-0.0002546641
0,translation-1194,1,-0.0067569330000000006
0,translation-1205,1,-5.0259150000000005e-05
0,translation-1215,1,-1.4378848000000002e-05
0,translation-1218,1,-0.00017851127999900002
0,translation-1219,1,-1.8074163e-05
0,translation-1222,1,-0.00017076306
0,translation-1240,1,-3.0232935000000002e-05
0,translation-1242,0,-0.4192089
0,translation-1243,1,-0.046123162
0,translation-1245,1,-0.004162214
0,translation-1249,1,-6.0345924e-06
0,translation-1256,1,-8.447060000000001e-05
0,translation-1258,0,-0.00075388176
0,translation-1264,1,-7.345832299999998e-06
0,translation-1268,1,-0.17327558
0,translation-1270,1,-0.0002420395
0,translation-1271,1,-4.5967820000000005e-05
0,translation-1276,1,-0.002274912
0,translation-1284,1,-0.13998616
0,translation-1296,1,-0.0036822595
0,translation-1306,1,-9.133886999999997e-06
0,translation-1315,1,-9.968313e-06
0,translation-1320,1,-0.209418
0,translation-1324,1,-9.460292000000001e-05
0,translation-1325,1,-6.0345924e-06
0,translation-1326,1,-2.093505099999999e-05
0,translation-1335,1,-0.06107542
0,translation-1336,1,-0.0004371062
0,translation-1337,0,-0.014267170000000001
0,translation-1360,1,-0.16921481
0,translation-1362,1,-1.2352386e-05
0,translation-1367,1,-0.00614505
0,translation-1370,1,-0.01933079
0,translation-1371,1,-0.0008170120399990001
0,translation-1373,1,-0.0011137816
0,translation-1380,1,-6.229872e-05
0,translation-1382,1,-1.2233183000000002e-05
0,translation-1395,0,-5.7530575e-05
0,translation-1396,1,-0.0001345288
0,translation-1400,1,-0.0003808641
0,translation-1412,1,-9.317247000000003e-05
0,translation-1415,1,-0.025478905000000003
0,translation-1421,1,-5.8126592000000005e-05
0,translation-1422,1,-0.182864
0,translation-1424,0,-0.0024723283000000003
0,translation-1426,1,-7.648396e-05
0,translation-1432,1,-7.226629e-06
0,translation-1435,0,-0.00028910663
0,translation-1436,1,-3.2140193e-05
0,translation-1450,1,-5.0616763000000005e-05
0,translation-1453,0,-0.015914941000000002
0,translation-1454,1,-6.7498139999999984e-06
0,translation-1456,1,-4.2868523e-05
0,translation-1458,0,-0.0010534113
0,translation-1459,1,-8.077529e-05
0,translation-1461,0,-1.0232549
0,translation-1469,0,-0.04291971
0,translation-1474,1,-0.21414477
0,translation-1479,1,-0.0005984273
0,translation-1480,1,-0.00013905854999900002
0,translation-1483,0,-0.047588374
0,translation-1495,1,-4.5252596000000003e-05
0,translation-1501,1,-1.6882126e-05
0,translation-1502,1,-0.0001844678
0,translation-1503,1,-2.0153756
0,translation-1507,0,-0.0006861062
0,translation-1508,1,-0.00075364334
0,translation-1516,0,-0.000411250019999
0,translation-1517,0,-0.12049155
0,translation-1522,0,-0.3685654
0,translation-1523,0,-5.0735965e-05
0,translation-1535,1,-0.48878315
0,translation-1543,1,-1.3663626e-05
0,translation-1544,1,-1.0564331000000001e-05
0,translation-1549,1,-0.0004479501
0,translation-1553,1,-0.047590993000000005
0,translation-1560,1,-0.004340272
0,translation-1565,1,-0.044155154
0,translation-1568,1,-0.036788326
0,translation-1573,1,-0.00053659
0,translation-1576,1,-0.05921010300000001
0,translation-1585,1,-1.0206721e-05
0,translation-1587,1,-6.325235000000002e-05
0,translation-1592,1,-8.061054e-06
0,translation-1606,1,-0.15961672
0,translation-1610,1,-0.00013262156
0,translation-1614,1,-8.435140000000001e-05
0,translation-1615,1,-0.74499553
0,translation-1619,1,-0.00020616285999900001
0,translation-1622,1,-3.631232e-05
0,translation-1625,1,-0.022681136
0,translation-1628,1,-1.5332478e-05
0,translation-1629,1,-6.15835e-05
0,translation-1636,1,-0.00170744
0,translation-1637,1,-0.0024976563
0,translation-1638,0,-0.2798831
0,translation-1640,1,-1.385649299999999e-06
0,translation-1644,0,-0.0065563326
0,translation-1645,1,-1.2709997500000002e-05
0,translation-1648,1,-1.0445127000000002e-05
0,translation-1649,1,-0.053956870000000004
0,translation-1655,0,-0.007026396000000001
0,translation-1661,0,-0.0043978365
0,translation-1664,1,-0.05853644
0,translation-1676,0,-0.00012130453
0,translation-1678,1,-2.9875326e-05
0,translation-1682,1,-5.800739e-05
0,translation-1684,1,-0.0010223285
0,translation-1685,1,-5.4385737e-06
0,translation-1691,1,-0.000118324446
0,translation-1704,0,-0.015469704
0,translation-1711,1,-0.9555321
0,translation-1721,1,-0.11856662
0,translation-1729,1,-2.0577440000000003e-05
0,translation-1730,1,-0.0016220992
0,translation-1735,0,-0.07615152
0,translation-1738,1,-1.2829201000000002e-05
0,translation-1739,1,-0.00027623263
0,translation-1750,1,-2.0971391
0,translation-1756,1,-2.7610455e-05
0,translation-1768,0,-0.0030673146
0,translation-1769,1,-2.1411865000000002e-05
0,translation-1774,1,-0.0022028324
0,translation-1775,1,-7.9418505e-06
0,translation-1776,1,-8.776275999999999e-06
0,translation-1784,1,-9.4914985e-06
0,translation-1785,1,-2.2365493000000002e-05
0,translation-1786,1,-0.0009114635
0,translation-1793,0,-0.0037739550000000003
0,translation-1797,0,-4.0007635e-05
0,translation-1802,1,-8.697388e-05
0,translation-1807,1,-1.9266200000000005e-05
0,translation-1808,1,-0.000850724639999
0,translation-1816,0,-0.10037036
0,translation-1824,1,-9.372295e-06
0,translation-1827,1,-0.18541011000000002
0,translation-1831,1,-0.00018828231
0,translation-1832,1,-0.0014792676
0,translation-1838,1,-0.04246395
0,translation-1849,1,-9.133886999999997e-06
0,translation-1860,1,-0.00020711649
0,translation-1862,0,-2.1093721
0,translation-1871,1,-0.05374552
0,translation-1877,1,-0.013551694000000001
0,translation-1878,1,-0.0001005631
0,translation-1880,1,-0.0004716643
0,translation-1886,1,-0.0002540681
0,translation-1892,1,-0.0002813584
0,translation-1895,1,-1.8481332
0,translation-1899,1,-2.0339032000000004e-05
0,translation-1900,1,-0.0028525442
0,translation-1901,1,-0.009684318
0,translation-1904,0,-0.4451849
0,translation-1917,0,-0.00687758
0,translation-1918,1,-6.9882217e-06
0,translation-1928,1,-0.0014435686
0,translation-1930,1,-0.000451764619999
0,translation-1938,0,-0.009704149
0,translation-1946,0,-0.42574772
0,translation-1956,0,-0.02611845
0,translation-1959,1,-0.0036847591
0,translation-1967,1,-2.355753e-05
0,translation-1971,0,-0.000318781
0,translation-1986,1,-0.618914499999999
0,translation-1999,0,-0.25423214
0,translation-2005,1,-0.00032616796999900005
0,translation-2006,1,-0.037132517000000004
0,translation-2013,1,-0.21173124000000001
0,translation-2018,1,-0.00047821683
0,translation-2020,1,-2.8802491000000006e-05
0,translation-2022,1,-9.133886999999997e-06
0,translation-2023,1,-0.00011331789
0,translation-2027,1,-0.0006946815
0,translation-2031,1,-0.0022324517
0,translation-2036,1,-0.07056839
0,translation-2037,1,-5.3193703e-06
0,translation-2040,0,-0.09551355
0,translation-2043,1,-0.00022284770999900003
0,translation-2053,1,-0.0020109564
0,translation-2064,0,-0.0015641387
0,translation-2066,1,-0.0008323783
0,translation-2074,1,-0.00069456233
0,translation-2079,1,-7.362307000000001e-05
0,translation-2091,1,-0.023015779
0,translation-2092,1,-0.00087394373
0,translation-2093,1,-0.0010405520000000001
0,translation-2111,1,-1.4498052e-05
0,translation-2116,1,-0.007169028300000001
0,translation-2129,0,-0.0008844300000000001
0,translation-2130,1,-0.0031924476
0,translation-2131,1,-2.3438328000000002e-05
