label,custom_id,prediction,logprobs
1,translation-987,1,-3.1281633e-07
1,translation-1012,1,-1.1472419999999999e-06
1,translation-1015,1,-1.0921943000000002e-05
1,translation-1019,1,-1.3856492999999998e-06
1,translation-1022,1,-1.3856492999999998e-06
1,translation-1025,1,-1.504853e-06
1,translation-1033,0,-4.365741e-06
1,translation-1045,0,-1.9361264999999998e-07
1,translation-1055,1,0.0
1,translation-1056,0,-3.1281633e-07
1,translation-1058,1,-4.3201999999999997e-07
1,translation-1060,0,-1.7432602999999999e-06
0,translation-1071,0,-1.9361264999999998e-07
0,translation-1073,1,-7.896309999999999e-07
0,translation-1081,0,0.0
0,translation-1098,0,-1.9361264999999998e-07
0,translation-1107,0,-4.3201999999999997e-07
0,translation-1108,1,-1.6240565999999997e-06
0,translation-1121,0,-1.9361264999999998e-07
0,translation-1126,0,-5.5122365e-07
0,translation-1127,0,-1.9361264999999998e-07
0,translation-1130,0,-9.088346400000001e-07
0,translation-1134,1,-4.3201999999999997e-07
0,translation-1138,0,-3.1281633e-07
0,translation-1143,0,-1.9361264999999998e-07
0,translation-1154,0,-1.9361264999999998e-07
0,translation-1160,0,-1.9361264999999998e-07
0,translation-1162,1,-1.504853e-06
0,translation-1165,0,-1.504853e-06
0,translation-1168,0,-1.9361264999999998e-07
0,translation-1175,0,-0.13169168
0,translation-1181,0,-1.9361264999999998e-07
0,translation-1183,1,-4.00813e-06
0,translation-1187,0,-3.1737042999999997e-06
0,translation-1189,1,-1.6240565999999997e-06
0,translation-1194,0,-3.1281633e-07
0,translation-1205,1,-1.9816675e-06
0,translation-1215,1,-2.3080716e-05
0,translation-1218,0,0.0
0,translation-1219,0,-3.1281633e-07
0,translation-1222,0,-1.9361264999999998e-07
0,translation-1240,1,-0.00046343923999999997
0,translation-1242,0,-2.6968896e-06
0,translation-1243,0,-1.9361264999999998e-07
0,translation-1245,0,-4.3201999999999997e-07
0,translation-1249,1,-1.1472419999999999e-06
0,translation-1256,1,-6.869017999999999e-06
0,translation-1258,0,-1.9361264999999998e-07
0,translation-1264,1,-1.8624638999999997e-06
0,translation-1268,0,-1.9361264999999998e-07
0,translation-1270,0,-3.1281633e-07
0,translation-1271,1,-2.577686e-06
0,translation-1276,0,-4.3201999999999997e-07
0,translation-1284,0,-4.3201999999999997e-07
0,translation-1296,0,-1.7432602999999999e-06
0,translation-1306,0,-3.1281633e-07
0,translation-1315,0,-1.9361264999999998e-07
0,translation-1320,1,-1.2664457e-06
0,translation-1324,0,-3.1281633e-07
0,translation-1325,0,-1.1472419999999999e-06
0,translation-1326,1,-3.650519e-06
0,translation-1335,0,-4.3201999999999997e-07
0,translation-1336,0,-6.704272999999999e-07
0,translation-1337,0,-5.5122365e-07
0,translation-1360,0,-4.3201999999999997e-07
0,translation-1362,1,-2.220075e-06
0,translation-1367,0,0.0
0,translation-1370,1,-3.1737042999999997e-06
0,translation-1371,0,-1.7432602999999999e-06
0,translation-1373,0,-7.896309999999999e-07
0,translation-1380,1,-7.896309999999999e-07
0,translation-1382,0,-3.1281633e-07
0,translation-1395,0,-1.9361264999999998e-07
0,translation-1396,0,-3.1281633e-07
0,translation-1400,0,-9.088346400000001e-07
0,translation-1412,1,-1.504853e-06
0,translation-1415,0,-1.0280384e-06
0,translation-1421,1,-8.418666e-06
0,translation-1422,0,-1.9361264999999998e-07
0,translation-1424,0,-1.9361264999999998e-07
0,translation-1426,1,-4.1273332999999995e-06
0,translation-1432,1,-1.7432602999999999e-06
0,translation-1435,0,-3.1281633e-07
0,translation-1436,0,-3.1737042999999997e-06
0,translation-1450,1,-9.4914985e-06
0,translation-1453,0,-6.704272999999999e-07
0,translation-1454,0,-4.4775780000000004e-05
0,translation-1456,0,-1.9361264999999998e-07
0,translation-1458,0,-1.9361264999999998e-07
0,translation-1459,1,-1.504853e-06
0,translation-1461,0,-1.9361264999999998e-07
0,translation-1469,0,-6.704272999999999e-07
0,translation-1474,0,-4.3201999999999997e-07
0,translation-1479,1,-3.2929078999999997e-06
0,translation-1480,0,-5.5122365e-07
0,translation-1483,0,-1.9361264999999998e-07
0,translation-1495,1,-1.1472419999999999e-06
0,translation-1501,1,-5.5122365e-07
0,translation-1502,0,-4.3201999999999997e-07
0,translation-1503,0,-1.9361264999999998e-07
0,translation-1507,0,-1.9361264999999998e-07
0,translation-1508,0,-2.3392786e-06
0,translation-1516,1,-6.704272999999999e-07
0,translation-1517,0,-1.9361264999999998e-07
0,translation-1522,0,-4.3201999999999997e-07
0,translation-1523,0,-1.9361264999999998e-07
0,translation-1535,0,-4.3201999999999997e-07
0,translation-1543,0,-1.1472419999999999e-06
0,translation-1544,1,-1.0280384e-06
0,translation-1549,1,-1.0280384e-06
0,translation-1553,0,-4.3201999999999997e-07
0,translation-1560,0,-6.704272999999999e-07
0,translation-1565,1,-3.888926e-06
0,translation-1568,0,-4.3201999999999997e-07
0,translation-1573,0,-4.3201999999999997e-07
0,translation-1576,0,-1.9361264999999998e-07
0,translation-1585,0,-9.088346400000001e-07
0,translation-1587,1,-4.3201999999999997e-07
0,translation-1592,1,-1.3856492999999998e-06
0,translation-1606,0,-2.3392786e-06
0,translation-1610,1,-6.704272999999999e-07
0,translation-1614,0,-1.2664457e-06
0,translation-1615,0,-1.2664457e-06
0,translation-1619,0,-3.1281633e-07
0,translation-1622,0,-5.5122365e-07
0,translation-1625,0,-4.3201999999999997e-07
0,translation-1628,1,-0.62904215
0,translation-1629,1,-2.1008713999999997e-06
0,translation-1636,1,-1.1472419999999999e-06
0,translation-1637,0,-1.9361264999999998e-07
0,translation-1638,0,-1.9361264999999998e-07
0,translation-1640,0,-0.00017171666999999999
0,translation-1644,0,-4.3201999999999997e-07
0,translation-1645,0,-9.088346400000001e-07
0,translation-1648,0,-4.3201999999999997e-07
0,translation-1649,0,-9.088346400000001e-07
0,translation-1655,0,-3.1281633e-07
0,translation-1661,0,-1.9361264999999998e-07
0,translation-1664,0,-3.1281633e-07
0,translation-1676,0,-1.9361264999999998e-07
0,translation-1678,0,-1.9361264999999998e-07
0,translation-1682,0,-5.5122365e-07
0,translation-1684,0,-1.9361264999999998e-07
0,translation-1685,0,-2.8160932e-06
0,translation-1691,1,-7.896309999999999e-07
0,translation-1704,0,-3.1281633e-07
0,translation-1711,1,-4.0246043000000005e-05
0,translation-1721,0,-1.9361264999999998e-07
0,translation-1729,1,-1.8624638999999997e-06
0,translation-1730,1,-7.896309999999999e-07
0,translation-1735,1,-6.704272999999999e-07
0,translation-1738,0,-3.1281633e-07
0,translation-1739,0,-3.1281633e-07
0,translation-1750,0,-1.9361264999999998e-07
0,translation-1756,1,-5.5122365e-07
0,translation-1768,0,-1.9361264999999998e-07
0,translation-1769,0,-3.1281633e-07
0,translation-1774,1,-1.1472419999999999e-06
0,translation-1775,1,-9.088346400000001e-07
0,translation-1776,1,-1.0802738999999999e-05
0,translation-1784,1,-2.1008713999999997e-06
0,translation-1785,1,-1.0280384e-06
0,translation-1786,0,-6.704272999999999e-07
0,translation-1793,0,-1.9361264999999998e-07
0,translation-1797,0,-7.896309999999999e-07
0,translation-1802,0,-3.7697224999999995e-06
0,translation-1807,0,-3.1281633e-07
0,translation-1808,0,-1.3856492999999998e-06
0,translation-1816,0,-2.3676734000000003e-05
0,translation-1824,1,-5.080963e-06
0,translation-1827,0,-3.1281633e-07
0,translation-1831,0,-1.504853e-06
0,translation-1832,0,-1.9361264999999998e-07
0,translation-1838,0,-3.1281633e-07
0,translation-1849,1,-5.5122365e-07
0,translation-1860,1,-1.2664457e-06
0,translation-1862,0,-0.00031139038
0,translation-1871,0,-3.1281633e-07
0,translation-1877,0,-9.253091e-06
0,translation-1878,1,-1.2664457e-06
0,translation-1880,0,-3.1281633e-07
0,translation-1886,1,-3.4643470000000006e-05
0,translation-1892,1,-7.896309999999999e-07
0,translation-1895,0,-3.1281633e-07
0,translation-1899,0,-5.5122365e-07
0,translation-1900,0,0.0
0,translation-1901,0,-1.9361264999999998e-07
0,translation-1904,0,-3.1281633e-07
0,translation-1917,0,-3.1281633e-07
0,translation-1918,0,-3.1281633e-07
0,translation-1928,0,-4.3201999999999997e-07
0,translation-1930,0,-1.9361264999999998e-07
0,translation-1938,0,-5.5122365e-07
0,translation-1946,0,-3.1281633e-07
0,translation-1956,0,-9.088346400000001e-07
0,translation-1959,0,-7.896309999999999e-07
0,translation-1967,0,-1.7432602999999999e-06
0,translation-1971,0,-3.1281633e-07
0,translation-1986,0,-3.1281633e-07
0,translation-1999,0,-5.5122365e-07
0,translation-2005,1,-3.1737042999999997e-06
0,translation-2006,1,-1.0280384e-06
0,translation-2013,0,-1.9361264999999998e-07
0,translation-2018,1,-2.3392786e-06
0,translation-2020,0,-3.1281633e-07
0,translation-2022,0,-4.365741e-06
0,translation-2023,0,-1.9361264999999998e-07
0,translation-2027,0,-6.704272999999999e-07
0,translation-2031,0,-4.3201999999999997e-07
0,translation-2036,0,-1.8624638999999997e-06
0,translation-2037,1,-6.704272999999999e-07
0,translation-2040,0,-3.1281633e-07
0,translation-2043,1,-1.1472419999999999e-06
0,translation-2053,1,-2.220075e-06
0,translation-2064,0,-1.9361264999999998e-07
0,translation-2066,0,-0.0007807998
0,translation-2074,0,-1.1472419999999999e-06
0,translation-2079,1,-3.7697224999999995e-06
0,translation-2091,1,-0.00019042798
0,translation-2092,0,-3.1281633e-07
0,translation-2093,0,-4.3201999999999997e-07
0,translation-2111,0,-4.1273332999999995e-06
0,translation-2116,0,-1.9361264999999998e-07
0,translation-2129,0,-1.9361264999999998e-07
0,translation-2130,0,-0.0809744
0,translation-2131,1,-5.5577775e-06
