label,custom_id,no_fine_tuning_gpt4_prediction,no_fine_tuning_gpt4_logprobs
1,translation-268,1,-1.6643718e-05
1,translation-270,1,-5.5577775e-06
1,translation-275,1,-0.000112960275
1,translation-276,1,-3.8577193e-05
1,translation-288,1,-2.9398510000000004e-05
1,translation-290,1,-0.0008070098699990001
1,translation-291,0,-0.0009130132
1,translation-292,1,-9.889425e-05
1,translation-293,1,-0.00014168103
1,translation-297,1,-1.8624638999999988e-06
1,translation-300,1,-0.00071362394
1,translation-303,1,-6.704272999999999e-07
1,translation-317,1,-1.7954959e-05
1,translation-321,1,-0.0003390383
1,translation-324,1,-0.0011720099
1,translation-325,1,-3.5313153e-06
1,translation-329,1,-5.676981299999999e-06
1,translation-334,1,-0.000126661369999
1,translation-339,1,-3.1281633e-07
1,translation-342,1,-2.188868e-05
1,translation-343,1,-8.657073e-06
1,translation-347,1,-0.00020461320999900002
1,translation-352,1,-5.9199425000000016e-05
1,translation-370,1,-0.07896844
1,translation-378,1,-0.014164687
1,translation-385,1,-2.2007884000000003e-05
1,translation-389,1,-0.0007102862599990001
1,translation-406,1,-1.2352386e-05
1,translation-408,1,-4.978234e-05
1,translation-416,1,-0.00029804322
1,translation-423,0,-0.0046213036
1,translation-432,1,-5.7961847e-06
1,translation-440,1,-0.038045052
1,translation-441,1,-3.6073914000000005e-05
1,translation-442,1,-6.630610599999998e-06
1,translation-448,1,-1.4974867000000003e-05
1,translation-450,1,-1.0325924000000001e-05
1,translation-453,1,-1.3544423000000002e-05
1,translation-470,1,-5.2001665e-06
1,translation-471,1,-3.6431527e-05
1,translation-475,1,-1.3544423000000002e-05
1,translation-479,1,-4.3201999999999987e-07
1,translation-499,0,-0.0059295055000000004
1,translation-502,1,-5.9199425000000016e-05
1,translation-505,1,-1.2664457e-06
1,translation-506,1,-7.588794000000001e-05
1,translation-511,1,-0.20141822
1,translation-517,1,-9.088346400000001e-07
1,translation-518,1,-3.3451433000000013e-05
1,translation-521,1,-0.00043174208
1,translation-536,1,-7.226629e-06
1,translation-544,1,-1.962381e-05
1,translation-552,0,-0.0006276102
1,translation-558,1,-4.0126840000000006e-05
1,translation-559,1,-8.537869e-06
1,translation-563,1,-5.4385737e-06
1,translation-568,1,-1.1472419999999988e-06
1,translation-571,1,-0.00012546933
1,translation-575,1,-0.0013284528
1,translation-576,1,-3.2497806e-05
1,translation-577,1,-0.00012439650000000001
1,translation-586,1,-6.630610599999998e-06
1,translation-590,1,-0.0024821963
1,translation-592,1,-2.9636918e-05
1,translation-594,1,-8.613945e-05
1,translation-596,0,-6.194111e-05
1,translation-604,1,-0.002187853
1,translation-610,1,-9.088346400000001e-07
1,translation-624,1,-4.3201999999999987e-07
1,translation-627,0,-0.0024814848000000002
1,translation-634,1,-2.100871399999999e-06
1,translation-648,1,-4.604148e-06
1,translation-664,1,-9.088346400000001e-07
1,translation-668,1,-0.03805033
1,translation-672,1,-7.672237e-05
1,translation-673,1,-6.0629870000000005e-05
1,translation-687,1,-0.00016861738
1,translation-690,1,-9.6867785e-05
1,translation-692,1,-4.604148e-06
1,translation-696,1,-0.0040800627
1,translation-703,1,-1.0280384e-06
1,translation-707,1,-6.7498139999999984e-06
1,translation-711,1,-0.0017045791000000002
1,translation-712,1,-0.0040824357
1,translation-713,1,-0.0011721291
1,translation-715,1,-1.5570886000000002e-05
1,translation-718,1,-0.0031874592
1,translation-736,1,-9.729906e-06
1,translation-739,1,-0.0046220184000000004
1,translation-751,1,-1.0445127000000002e-05
1,translation-753,0,-0.6931549
1,translation-756,1,-1.1637165000000002e-05
1,translation-757,1,-7.896309999999998e-07
1,translation-760,1,-7.588794000000001e-05
1,translation-765,1,-0.000343091229999
1,translation-768,1,-2.3080716e-05
1,translation-771,1,-0.00016051154
1,translation-774,0,-6.869017999999998e-06
1,translation-775,1,-2.100871399999999e-06
1,translation-777,0,-0.0010331686
1,translation-778,1,-2.8444882e-05
1,translation-781,1,-9.372295e-06
1,translation-786,1,-8.180258e-06
1,translation-805,1,-6.682846e-05
1,translation-812,1,-7.529192e-05
1,translation-819,1,-2.100871399999999e-06
1,translation-824,1,-0.007616560400000001
1,translation-830,1,-6.704272999999999e-07
1,translation-831,1,-1.9981420000000003e-05
1,translation-838,0,-0.001702437
1,translation-848,1,-5.1808798e-05
1,translation-849,1,-6.7498139999999984e-06
1,translation-852,1,-0.005933298
1,translation-854,1,-7.896309999999998e-07
1,translation-856,1,-0.0015616427
1,translation-865,1,-4.127333299999999e-06
1,translation-873,1,-9.729906e-06
1,translation-875,1,-3.650519e-06
1,translation-877,1,-1.0280384e-06
1,translation-878,1,-2.9875326e-05
1,translation-881,1,-1.080273899999999e-05
1,translation-882,1,-8.537869e-06
1,translation-887,1,-5.5577775e-06
1,translation-888,1,-2.9756122e-05
1,translation-892,1,-5.4385737e-06
1,translation-895,1,-3.650519e-06
1,translation-901,0,-0.00038741663
1,translation-902,1,-6.869017999999998e-06
1,translation-910,1,-4.406056e-05
1,translation-921,1,-0.0055578058
1,translation-927,1,-1.18755715e-05
1,translation-928,1,-1.385649299999999e-06
1,translation-934,0,-0.0009212272
1,translation-935,1,-4.127333299999999e-06
1,translation-943,1,-1.3306016000000001e-05
1,translation-946,1,-8.418666e-06
1,translation-948,1,-1.9816675e-06
1,translation-951,1,-0.00026467352
1,translation-953,1,-0.00026419671
1,translation-968,1,-2.8087270000000006e-05
1,translation-969,1,-0.0036038712000000003
1,translation-970,1,-9.088346400000001e-07
1,translation-971,1,-0.898129299999999
1,translation-973,1,-1.406154299999999
1,translation-979,1,-1.0564331000000001e-05
1,translation-980,0,-0.016037885
1,translation-987,1,-1.1472419999999988e-06
1,translation-1012,1,-3.650519e-06
1,translation-1015,1,-0.00011021859
1,translation-1019,1,-2.2127088000000004e-05
1,translation-1022,1,-0.00016027313999900002
1,translation-1025,1,-1.592849499999999e-05
1,translation-1033,1,-0.00010986099
1,translation-1045,0,-0.023247340000000002
1,translation-1055,1,-1.385649299999999e-06
1,translation-1056,1,-0.0019300629
1,translation-1058,1,-1.378283e-05
1,translation-1060,1,-0.0003825293
0,translation-1071,1,-0.0076112440000000005
0,translation-1073,1,-0.00043281487999900005
0,translation-1081,1,-0.0028107017
0,translation-1098,0,-1.0564331000000001e-05
0,translation-1107,1,-8.180258e-06
0,translation-1108,1,-0.0040892046
0,translation-1121,0,-0.00028672256
0,translation-1126,0,-2.7610455e-05
0,translation-1127,1,-5.9437833000000006e-05
0,translation-1130,1,-0.03804826
0,translation-1134,1,-2.2127088000000004e-05
0,translation-1138,1,-0.0031810405
0,translation-1143,0,-1.9816675e-06
0,translation-1154,0,-1.6643718e-05
0,translation-1160,0,-5.2643223e-05
0,translation-1162,1,-0.00018292181999900002
0,translation-1165,0,-0.0056282235000000005
0,translation-1168,0,-0.00975739
0,translation-1175,1,-0.0007112399
0,translation-1181,0,-2.9352967999999986e-06
0,translation-1183,0,-0.0028076060000000003
0,translation-1187,1,-0.00010998018999900001
0,translation-1189,1,-1.1994775e-05
0,translation-1194,0,-0.10020796
0,translation-1205,1,-0.0019353043
0,translation-1215,1,-0.0019325627
0,translation-1218,0,-6.134509e-05
0,translation-1219,0,-3.5835506e-05
0,translation-1222,1,-0.0024798196
0,translation-1240,1,-2.3392786e-06
0,translation-1242,1,-0.004088609
0,translation-1243,0,-0.000431026859999
0,translation-1245,0,-0.000111649039999
0,translation-1249,1,-2.1054253e-05
0,translation-1256,1,-0.048592594
0,translation-1258,0,-0.0015031944000000002
0,translation-1264,1,-1.8193366e-05
0,translation-1268,0,-6.0345924e-06
0,translation-1270,1,-0.014165391000000001
0,translation-1271,1,-0.00043209965
0,translation-1276,0,-0.0046224915
0,translation-1284,1,-6.7498139999999984e-06
0,translation-1296,0,-2.8120434
0,translation-1306,1,-0.47409204
0,translation-1315,0,-0.5759407
0,translation-1320,1,-0.0007156504
0,translation-1324,0,-2.355753e-05
0,translation-1325,1,-4.4849443999999985e-06
0,translation-1326,1,-0.523126
0,translation-1335,0,-1.2664457e-06
0,translation-1336,1,-9.674858000000003e-05
0,translation-1337,0,-5.2001665e-06
0,translation-1360,0,-4.1199673000000004e-05
0,translation-1362,1,-0.00043174208
0,translation-1367,0,-3.1281633e-07
0,translation-1370,0,-3.412111499999999e-06
0,translation-1371,1,-0.00026181265
0,translation-1373,0,-0.000336535
0,translation-1380,1,-0.0002634815
0,translation-1382,1,-1.313273699999999
0,translation-1395,0,-3.1281633e-07
0,translation-1396,1,-0.69316
0,translation-1400,0,-0.0004895265000000001
0,translation-1412,1,-0.38687605
0,translation-1415,0,-0.2519378
0,translation-1421,1,-0.00043364934
0,translation-1422,0,-1.385649299999999e-06
0,translation-1424,0,-1.8624638999999988e-06
0,translation-1426,0,-0.20141558
0,translation-1432,1,-0.000134052
0,translation-1435,1,-0.005930694
0,translation-1436,1,-0.023253169
0,translation-1450,1,-0.023249088
0,translation-1453,0,-1.4140442000000001e-05
0,translation-1454,1,-2.7848862e-05
0,translation-1456,1,-0.003180206
0,translation-1458,0,-7.896309999999998e-07
0,translation-1459,1,-1.2664457e-06
0,translation-1461,0,-3.1281633e-07
0,translation-1469,0,-9.729906e-06
0,translation-1474,1,-0.0008068907
0,translation-1479,1,-7.588794000000001e-05
0,translation-1480,1,-0.012517774
0,translation-1483,0,-2.9352967999999986e-06
0,translation-1495,1,-4.365741e-06
0,translation-1501,1,-1.1472419999999988e-06
0,translation-1502,1,-6.8616515e-05
0,translation-1503,0,-4.00813e-06
0,translation-1507,0,0.0
0,translation-1508,1,-0.002486596
0,translation-1516,1,-0.001036622
0,translation-1517,0,-8.537869e-06
0,translation-1522,0,-7.896309999999998e-07
0,translation-1523,0,-6.630610599999998e-06
0,translation-1535,0,-7.107425e-06
0,translation-1543,1,-0.00672106
0,translation-1544,1,-0.00044115915
0,translation-1549,1,-4.3201999999999987e-07
0,translation-1553,0,-2.4749568000000004e-05
0,translation-1560,1,-1.1369066
0,translation-1565,1,-3.1544176e-05
0,translation-1568,1,-0.014167862000000002
0,translation-1573,1,-1.501930199999999
0,translation-1576,1,-0.00038193326
0,translation-1585,0,-0.0031822290000000004
0,translation-1587,1,-0.00020652047999900001
0,translation-1592,1,-4.6325430000000004e-05
0,translation-1606,0,-2.9398510000000004e-05
0,translation-1610,1,-0.00056173094
0,translation-1614,1,-0.0028066560000000003
0,translation-1615,0,-4.127333299999999e-06
0,translation-1619,1,-0.00018101456
0,translation-1622,0,-0.5759456
0,translation-1625,0,-6.704272999999999e-07
0,translation-1628,1,-8.299462e-06
0,translation-1629,1,-0.006725788000000001
0,translation-1636,1,-1.9385403000000004e-05
0,translation-1637,0,-0.0040810094
0,translation-1638,0,-8.418666e-06
0,translation-1640,1,-2.9352967999999986e-06
0,translation-1644,0,-9.729906e-06
0,translation-1645,1,-0.00033725024
0,translation-1648,1,-0.006719991000000001
0,translation-1649,0,-0.00012570774
0,translation-1655,0,-1.504853e-06
0,translation-1661,0,-2.4034345e-05
0,translation-1664,0,-0.0017033906000000001
0,translation-1676,0,-6.790129600000002e-05
0,translation-1678,0,-0.0002632431
0,translation-1682,0,-0.47408554
0,translation-1684,1,-3.888926e-06
0,translation-1685,1,-1.7716551e-05
0,translation-1691,1,-8.537869e-06
0,translation-1704,0,-3.1281633e-07
0,translation-1711,1,-0.00018280260999900002
0,translation-1721,0,-2.3392786e-06
0,translation-1729,1,-0.0017043407
0,translation-1730,1,-0.000336535
0,translation-1735,1,-0.00043198046999900005
0,translation-1738,0,-0.0013277376
0,translation-1739,1,-0.0009150397
0,translation-1750,0,-1.504853e-06
0,translation-1756,1,-1.504853e-06
0,translation-1768,0,-1.0280384e-06
0,translation-1769,0,-2.463946
0,translation-1774,1,-2.9875326e-05
0,translation-1775,1,-0.0046275990000000005
0,translation-1776,1,-0.00020544765
0,translation-1784,0,-0.054891653000000006
0,translation-1785,1,-3.7385154e-05
0,translation-1786,1,-0.20141762
0,translation-1793,0,-0.0017025563000000001
0,translation-1797,1,-0.47408599999999906
0,translation-1802,0,-7.465035999999998e-06
0,translation-1807,1,-0.00015860427999900002
0,translation-1808,1,-0.0024773201
0,translation-1816,1,-5.252402e-05
0,translation-1824,1,-2.8087270000000006e-05
0,translation-1827,0,-5.1928004000000006e-05
0,translation-1831,1,-0.0024783893
0,translation-1832,0,-3.650519e-06
0,translation-1838,0,-0.25193596
0,translation-1849,1,-0.014164687
0,translation-1860,1,-0.00055672805
0,translation-1862,0,-0.006722353
0,translation-1871,0,-8.542423e-05
0,translation-1877,1,-6.511407e-06
0,translation-1878,1,-0.0036013788
0,translation-1880,1,-0.00043186125999900005
0,translation-1886,1,-3.8457987e-05
0,translation-1892,1,-4.6921450000000005e-05
0,translation-1895,0,-0.22541471000000002
0,translation-1899,1,-0.018150644
0,translation-1900,0,-5.9437833000000006e-05
0,translation-1901,0,0.0
0,translation-1904,0,-4.5967820000000005e-05
0,translation-1917,0,-0.0001593195
0,translation-1918,1,-0.00020616285999900001
0,translation-1928,1,-0.3132665
0,translation-1930,1,-4.264168
0,translation-1938,1,-1.1637165000000002e-05
0,translation-1946,1,-0.0021861878
0,translation-1956,0,-5.0378356000000005e-05
0,translation-1959,0,-1.5019345
0,translation-1967,1,-3.7146747e-05
0,translation-1971,0,-5.676981299999999e-06
0,translation-1986,0,-7.584239999999999e-06
0,translation-1999,1,-0.04859032
0,translation-2005,0,-0.14267927
0,translation-2006,1,-0.03805228
0,translation-2013,0,-0.0028059408
0,translation-2018,1,-0.011052887
0,translation-2020,0,-4.3201999999999987e-07
0,translation-2022,0,-0.006716317
0,translation-2023,0,-1.3425220000000001e-05
0,translation-2027,1,-0.8981291
0,translation-2031,0,-0.00020389800000000002
0,translation-2036,0,-7.226629e-06
0,translation-2037,1,-0.0019323243000000001
0,translation-2040,0,-0.000109622575
0,translation-2043,1,-4.0603656000000005e-05
0,translation-2053,1,-0.00026419671
0,translation-2064,0,-1.504853e-06
0,translation-2066,1,-0.000554344
0,translation-2074,1,-0.008616935000000001
0,translation-2079,1,-0.20141684
0,translation-2091,0,-0.4741372
0,translation-2092,1,-1.6166903000000004e-05
0,translation-2093,1,-0.0031822290000000004
0,translation-2111,1,-9.996708e-05
0,translation-2116,0,-4.3201999999999987e-07
0,translation-2129,0,-3.5716304000000007e-05
0,translation-2130,0,-3.7504360000000004e-05
0,translation-2131,1,-0.00043341093
