text,label,custom_id,translation
We do have the best fans well done to everyone involved ❤️🇱🇻,0,translation-1491,"Imamo najboljše navijače, čestitke vsem vpletenim ❤️🇱🇻"
"I would imply that this friend has a tendency to be unthinkingly judgemental, and often revels in knowledgeable ignorance ",0,translation-1236,"Namigujem, da ima ta prijatelj nagnjenost k nepremišljeni obsojanju in pogosto uživa v vednem neznanju."
The only plan now is non compliance. They have scared the last of us with shameful scientific predictions,0,translation-1619,Edini načrt zdaj je neupoštevanje. Zadnje med nami so prestrašili s sramotnimi znanstvenimi napovedmi.
There is a serious BO issue in this office.,0,translation-1827,V tej pisarni je resen problem z neprijetnim vonjem.
Tynecastle a good day out with the troops. Come on the bears the morra ❤️🐻,0,translation-1596,Tynecastle je bil dober izlet s prijatelji. Gremo medvedi jutri ❤️🐻
Hahahah @LibertyU is shutting down the entire campus for quarantine!! Couldn’t happen to a nicer group of Covid deniers! #CovidIsNotOver #karmaisabitch #Covid_19,1,translation-631,Hahahah @LibertyU zapira celoten kampus zaradi karantene!! Ne bi se moglo zgoditi lepši skupini zanikovalcev Covida! #CovidSeNiKončal #karmajeprasica #Covid_19
Hate how there are different rules for different people. It creates even bigger divisions in society.,0,translation-1594,"Sovražim, kako obstajajo različna pravila za različne ljudi. To ustvarja še večje razlike v družbi."
. @atptour The wearing and non-wearing of face masks by support team and family of players at ATP events is shockingly bad and setting a really poor example to anyone watching. Is it within your remit to encourage or enforce better adherence to effective face mask wearing?,0,translation-1909,"@atptour Nošenje in nenošenje zaščitnih mask s strani podporne ekipe in družin igralcev na ATP dogodkih je šokantno slabo in daje res slab zgled vsem, ki to gledajo. Ali je v vaši pristojnosti, da spodbudite ali uveljavite boljšo uporabo učinkovitih zaščitnih mask?"
Boris Johnson is entirely trustworthy and honest and there was obviously no Christmas Party in Number 10 this time last year,1,translation-513,"Boris Johnson je popolnoma zanesljiv in pošten, in seveda lani ni bilo nobene božične zabave v Številki 10."
Brother's off on a night out and I've gone to bed cos I feel exhausted and sick.... excellent 👍🏻,1,translation-60,"Brat je šel ven, jaz pa sem šel spat, ker se počutim izčrpano in bolno.... odlično 👍🏻"
why is the weather having a mid life crisis,1,translation-856,zakaj ima vreme krizo srednjih let
"Ah yes, it really is wood-burning stoves in sub-Saharan Africa thats driving the climate crisis 🧠 https://t.co/lShlgWYGOX",1,translation-429,"Ah ja, res so peči na drva v podsaharski Afriki tiste, ki povzročajo podnebno krizo 🧠 https://t.co/lShlgWYGOX"
3rd shift down already told em bout the clowns they’re not fans,0,translation-1480,"Tretja izmena je že obvestila o klovnih, niso oboževalci."
I still can’t believe England won the World Cup,1,translation-731,"Še vedno ne morem verjeti, da je Anglija zmagala na svetovnem prvenstvu."
"#NoMoreLockdowns #NoMoreLockdowns, not great. people  who promote this stuff are pretty irresponsible. The new variants now emerging appear to be adversely affecting younger people, take a look at South America.  keep yourselves safe and remain cautious.",0,translation-1661,"#NoMoreLockdowns #NoMoreLockdowns, ni super. ljudje, ki promovirajo te stvari, so precej neodgovorni. Nove različice, ki se zdaj pojavljajo, očitno negativno vplivajo na mlajše ljudi, poglejte Južno Ameriko. Pazite na sebe in bodite previdni."
ayo govvy hook me up w that stimmy if you know how the flow goes y feel,0,translation-1764,"ej vlada, zrihtaj mi tisti stimulacijski paket, če razumeš, kako stvari tečejo y veš"
Turnover is the best band to cry to/drive to/daydream to/fall asleep to/ reminisce to/die to,1,translation-389,Turnover je najboljša skupina za jokanje/vožnjo/sanjarenje/spanje/spominjanje/umiranje.
Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,1,translation-458,"Zakaj se ta 30-letni moški na tej poroki poskuša spogledovati z mano in govori o tem, kako se izmuzne pri zmenkih z mlajšimi dekleti? Gospod, poklicala bom organe pregona."
Ma'am this is a bnb why are you decorating this man's Christmas tree with his child,0,translation-1755,"Gospa, tukaj je prenočišče z zajtrkom, zakaj okrašujete božično drevo tega moškega z njegovim otrokom?"
i really hate goodreads notification system IF I DECLINE A FRIEND REQUEST TAKE IT OUT MY NOTIFS 😭,0,translation-2102,"resnično sovražim Goodreadsov sistem obveščanja, ČE ZAVRNEM PROŠNJO ZA PRIJATELJSTVO, JO ODSTRANITE IZ OPOZORIL 😭"
Refs dashing out yellows to united players for jokes,0,translation-1221,Sodniki kar tako delijo rumene kartone igralcem Uniteda za šalo.
"the most embarrassing thing ever just happened to me oh my god
waiting at the les schwab tire for my tire to get repaired and they just drove my car up about 15 feet away from me and my phone connected to the bluetooth and i heard my car start BLASTING barbie tingz by nicki minaj",0,translation-2056,"najbolj nerodna stvar, ki se mi je kdajkoli zgodila, o moj bog
Čakal sem pri Les Schwab Tire, da popravijo mojo pnevmatiko, in odpeljali so moj avto približno 4,5 metra stran od mene, moj telefon se je povezal z Bluetooth in slišal sem, kako je moj avto začel NA GLAS predvajati Barbie Tingz od Nicki Minaj"
safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,1,translation-103,"Varno je reči, da je moje življenje veliko boljše https://t.co/pE5isUMOpk https://t.co/K2hep49TcF"
woke up to my dog sneezing on my face. How’s your day going so far?,0,translation-1379,"Zbudil sem se, ko mi je pes kihnil v obraz. Kako gre tvoj dan do zdaj?"
"@adi_jord agreed, this is ridiculous, gotta cop a pair",1,translation-281,"@adi_jord se strinjam, to je smešno, moram si privoščiti par"
The villains in super hero films are awfully polite. They always confine their invasions to being above one particular city,1,translation-1016,Zlikovci v superjunaških filmih so strašno vljudni. Vedno omejijo svoje invazije na en določen 
"as a poly dude, this ""boyfriends"" comic is really fucking adorable i dont trust no bitches who say its ""fetishy"" or ""not good representation"" i love them id die 4 them",0,translation-1920,"Kot poliamoren tip, je ta strip ""Boyfriends"" resnično prekleto ljubek. Ne zaupam nobenim bejbam, ki pravijo, da je ""fetišističen"" ali ""ni dobra reprezentacija"". Obožujem jih, umrl bi zanje."
As if we’re all actually going back to the footy tomorrow literally gonna be epic,0,translation-1189,"Kot da bomo vsi dejansko šli nazaj na nogomet jutri, bo resnično epsko"
I forgot to kip,0,translation-1634,Pozabil sem zadremati
Johnson’s levelling up will do as much for the North as Cameron’s Northern Powerhouse did.,0,translation-1371,Johnsonovo izenačevanje bo naredilo za sever toliko kot Cameronovo Northern Powerhouse.
Saw huge convoy of Mercs and Bonzen outside EEAS yesterday afternoon as AL called on Borrell,0,translation-1276,"Videla sem ogromen konvoj Mercedesov in Bonzen včeraj popoldne pred EEAS, ko je AL obiskal Borrella."
i love talking to people about books !!!,0,translation-1671,Obožujem klepetanje z ljudmi o knjigah !!!
"Let me guess, it has to be Charlotte Tilbury makeup. And if by chance you do take it off, use Charlotte Tilbury skincare https://t.co/0c2IfIpy8l",1,translation-467,"Naj uganem, to mora biti ličilo Charlotte Tilbury. In če ga slučajno odstraniš, uporabi nego za kožo Charlotte Tilbury https://t.co/0c2IfIpy8l"
"I hurt my foot like 3 days ago,  I have no idea how, but it hurts to put pressure on it. Love that for me",1,translation-67,"Pred približno tremi dnevi sem si poškodoval nogo, nimam pojma, kako, ampak boli me, ko nanjo pritisnem. Obožujem to zame."
"if you see me crying in the self-service car wash in my rosati’s uniform, no you didn’t ❤️",1,translation-45,"Če me vidiš jokati v samopostrežni avtopralnici v uniformi Rosati's, ne, nisi me videl ❤️"
"Well done @WestHam and @premierleague, great leadership! https://t.co/4IPXaK0Jpu",0,translation-1290,"Dobro opravljeno @WestHam in @premierleague, odlično vodenje! https://t.co/4IPXaK0Jpu"
Imagine going to university for 4 years when you could just follow Elon Musk on twitter for free,1,translation-911,"Si predstavljate, da bi hodili na univerzo 4 leta, ko pa bi lahko brezplačno sledili Elonu Musku na Twitterju."
i think everyone should get an air fryer❤️ good vibes only,0,translation-1478,"Mislim, da bi si morali vsi omisliti cvrtnik na vroč zrak❤️ samo dobre vibracije"
"Yes of course, Boris.  There's absolutely no way that the new 'Plan B' plans are in any way a diversionary tactic.",1,translation-797,"Seveda, Boris. Ni možnosti, da bi bili novi načrti 'načrta B' kakršni koli preusmeritveni taktiki."
"Just caught Jamie talking about me with his nan, he showed her a picture he took of me and she said ""aw she's gorgeous isn't she"" MY HEART 🥺💕",0,translation-1748,"Pravkar sem ujela Jamieja, kako se s svojo babico pogovarja o meni, pokazal ji je sliko, ki jo je posnel, in rekla je ""aw, kako je lepa, kajne"" MOJE SRCE 🥺💕"
I only watch youtubers that apologize when they mention their video sponsor,0,translation-1877,"Gledam samo YouTuberje, ki se opravičijo, ko omenijo svojega sponzorja videa."
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,1,translation-620,"Le predsednik, ki je tako močan in odločen kot @realDonaldTrump, bi prisilil FDA, da odobri zdravilo še preden so na voljo rezultati kliničnih preizkusov. Ni potrebe po čakanju na takšne neumnosti – ljudje jemljejo to zdravilo že leta in večina jih je še vedno živih in zdravih! #OkToTry #Gotrump https://t.co/IdxTJ7kucp"
How does one find motivation to do basically anything? Asking for a friend.,1,translation-476,Kako naj človek najde motivacijo za karkoli? Sprašujem za prijatelja.
The USA gymnastics team is having a rough time,0,translation-1158,Ameriška gimnastična ekipa ima težke čase.
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",1,translation-800,"Gledal sem film 127 ur... Malce me je spomnil na tisto enkrat, ko sem dobil bolečo trnico. Zdaj pišem knjigo o tem, javite se za podpisan izvod."
"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",1,translation-820,"@AmazonUK, zakaj Alexa UK ne dobiva izboljšav, kot so Guard, Adaptive Volume, moški glas? Bi morali za naprave plačati manj kot v ZDA?"
victini is my favorite pokemon,0,translation-1504,Victini je moj najljubši Pokémon.
I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,1,translation-70,Rada bi posvetila svoj vroči dekliški polet Eastpointe Chick-Fil-A. Hvala!
My eldest is having a wild Friday night out. She's going to bingo. 😂,1,translation-309,Moja najstarejša ima divji petkov večer. Gre na bingo. 😂
".@EmmaRaducanu will be claimed by the Brits, Canadians, Romanians and Chinese. What a future she has ahead of her. A star for life.",0,translation-1080,".@EmmaRaducanu si bodo lastili Britanci, Kanadčani, Romuni in Kitajci. Kakšna prihodnost jo čaka. Zvezda za vse življenje."
"Uh oh, what if after Trump recovers and tells everyone it wasn't a big deal all of his supporters will stop taking this seriously??",0,translation-1282,"Uf, kaj pa, če Trump po okrevanju pove vsem, da to ni bila velika stvar, in njegovi podporniki prenehajo jemati to resno??"
"Also my Twitter seems v quiet, what is going on?",0,translation-1270,"Tudi moj Twitter se zdi zelo tih, kaj se dogaja?"
President Biden: “We’re going to protect vaccinated workers from unvaccinated co-workers” https://t.co/D6fjWmdRW4,0,translation-1799,"Predsednik Biden: ""Zaščitili bomo cepljene delavce pred necepljenimi sodelavci"" https://t.co/D6fjWmdRW4"
@kristenritch YES I love sandwich and enneagram,0,translation-1805,@kristenritch JA obožujem sendvič in enneagram
let’s bring it home biden,0,translation-1552,"prinesimo zmago domov, Biden"
love living in a capitalist society where i look forward to getting a surgery where i’m legit GETTING AN INTERNAL BODY PART REMOVED bc it means i’ll get a few days off from work xoxo,1,translation-242,"obožujem življenje v kapitalistični družbi, kjer se veselim operacije, pri kateri mi bodo dobesedno ODSTRANILI NOTRANJI ORGAN, ker to pomeni, da bom imela nekaj dni prosto od dela xoxo"
Anyone else wanna ruin me day x,1,translation-518,Ali si še kdo želi uničiti moj dan x
What an incredible race #Formula1,0,translation-1225,Kako neverjetna dirka #Formula1
Why didn't they postpone the game like spurs did with having so many covid outbreaks 🙄 ridiculous,0,translation-1824,"Zakaj niso prestavili igre, kot je Spurs storil z vsemi temi izbruhi covida 🙄 smešno"
"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL",1,translation-850,"AT&T je res neverjeten!
Menijo, da je moj LG G7 samo 3G, in so nam poslali telefone Walmart Altec ter rekli, da bodo izklopili storitev.
Poklicali smo jih in rekli so nam, naj ne skrbimo, če so telefoni v redu, ne bodo izklopljeni.
Ugani, kaj so izklopili danes zjutraj? LOL"
trying to figure out how to use notion for my anime list. I think i’m dying,1,translation-307,"Poskušam ugotoviti, kako uporabljati Notion za svoj seznam animejev. Mislim, da umiram"
I miss wearing makeup,0,translation-1825,Pogrešam nošenje ličil.
i stg i probably talk to my tv more than i do to actual people whoops rip social life,1,translation-52,"Prisežem, verjetno se pogovarjam s svojo televizijo več, kot se s pravimi ljudmi, ups, adijo družabno življenje."
I simply love it when I get my Deliveroo and they have given me a whole different person's order! So fun! ,1,translation-845,"Preprosto obožujem, ko dobim svoj Deliveroo in so mi dali naročilo popolnoma druge osebe! Tako zabavno!"
Anyone else getting goosebumps watching @TomDaley1994 ? Incredible 🥺❤️,0,translation-1155,"Ali še kdo dobi kurjo polt, ko gleda @TomDaley1994? Neverjetno 🥺❤️"
See the boys in action tomorrow night as the Tip Off returns!,0,translation-1937,"Jutri zvečer si oglejte fante v akciji, ko se vrača Tip Off!"
Love it when someone with no mask chooses to sit next to me on the bus...😑,1,translation-560,"Obožujem, ko si nekdo brez maske izbere sedež poleg mene na avtobusu...😑"
My whisky of the month for November just got a wedge taken off it!,0,translation-1260,Moj viski meseca za november so mi pravkar zmanjšali!
i would rather be outside reed timmers car in f3 tornado winds than go to work today,1,translation-831,"Raje bi bil zunaj avtomobila Reeda Timmerja v vetrovih tornada F3, kot pa šel danes v službo."
all i do is kiss my kitty on the forehead and tell her how much i love her,0,translation-1507,"Vse, kar počnem, je, da poljubljam svojo mačko na čelo in ji govorim, koliko jo imam rad/a."
"ANY PENSIONER AND 4 YEAR OLD WHO DARE TAKE ME ON AT DINOSAUR THEMED CRAZY GOLF WILL BE CRUSHED, CRUSHED I TELL YOU. https://t.co/yZlafy0lsd",1,translation-951,"KDORKOLI, UPOKOJENEC ALI 4-LETNIK, KI SI UPAJO IZZVATI ME NA MINI GOLF S TEMO DINOZAVROV, BODO ZMEČKANI, ZMEČKANI VAM PRAVIM. https://t.co/yZlafy0lsd"
"I can't tell if my professors keep skipping/delaying Introductions because grad school is so serious and important that you have to immediately dive into material, or if because classes at AU haven't been in-person in two years all the profs are majorly disoriented",0,translation-1778,"Ne vem, ali moji profesorji preskakujejo/odlašajo Uvode, ker je podiplomski študij tako resen in pomemben, da se moramo takoj poglobiti v snov, ali ker pouk na AU že dve leti ni bil v živo in so vsi profesorji zelo zmedeni."
Remember the hundred emails from companies when Covid started getting real? I’ve gotten three in regards to support for protests. And only @SavageXFenty shared helpful links and actually said black lives matter... we love capitalism 🥰🙌🏼,1,translation-178,"Se spomniš stotih emailov podjetij, ko je Covid začel postajati resen? Dobil sem tri v zvezi s podporo protestom. In samo @SavageXFenty je delil koristne povezave in dejansko rekel, da črna življenja štejejo... obožujemo kapitalizem 🥰🙌🏼"
"Surely if all Opticians boycotted contact lens manufacturers until they stopped supplying dodgy online stores, we'd end up with fewer parasitic sites that don't require a fit, aftercares or even a valid eye test.",0,translation-1326,"Seveda, če bi vsi optiki bojkotirali proizvajalce kontaktnih leč, dokler ti ne bi prenehali oskrbovati sumljive spletne trgovine, bi imeli manj parazitskih strani, ki ne zahtevajo prilagajanja, poprodajne oskrbe ali celo veljavnega očesnega testa."
"I recovered a repressed memory today of working at @kumandgo in high school 13 years ago &amp; having to answer the phone as “we go all out at Kum &amp; Go, this is Shelby. How can I help you?” And the prank calls that led to. Pretty sure K&amp;G owe me therapy.",1,translation-836,"Danes sem se spomnila potlačenega spomina, ko sem pred 13 leti delala v @kumandgo v srednji šoli in sem se morala oglašati po telefonu z ""gremo na polno pri Kum & Go, tukaj Shelby. Kako vam lahko pomagam?"" In vse tiste hecne klice, ki so sledili temu. Prepričana sem, da mi K&G dolguje terapijo."
i just absentmindedly scooped a spoonful of cat food into my cup of coffee. someone please save me from myself,0,translation-2080,ravnokar sem odsotno zajela žlico mačje hrane v svojo skodelico kave. nekdo naj me prosim reši same sebe
"Get ready for the next big horror game this season, Slender Suburban Man",1,translation-1028,"Pripravite se na naslednjo veliko grozljivo igro te sezone, Slender Suburban Man"
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,1,translation-625,Sem noseča in nenehno hrepenim po KitKatih. Dobesedno sem živela od njih zadnje 4 mesece. @KitKat_US
getting stopped by tesco security is the highlight of my day,1,translation-294,"Ko me ustavi varnostnik v Tescoju, je to vrhunec mojega dneva"
Fox News et al should be shut down. Absolutely heartbreaking.  💔  #GOPTraitors https://t.co/6s3MFrSLU1,0,translation-1631,Fox News in podobne bi morali zapreti. Popolnoma srce parajoče. 💔 #GOPTraitors https://t.co/6s3MFrSLU1
Only positive of sitting in traffic for over an hour is catching people picking their noses in the cars next to you. Current count: 4,0,translation-1445,"Edina pozitivna stvar pri tem, da sediš v prometni gneči več kot eno uro, je opazovanje ljudi, ki si vrtajo po nosu v avtomobilih poleg tebe. Trenutno število: 4"
"[at Burger King]

French proletariat: we'll have the king

Burger: :)

King: :(",0,translation-1962,"Francoski proletariat: vzeli bomo kralja

Burger: :)

Kralj: :("
Lil Pump is the Nelson Mandela of our generation,1,translation-119,Lil Pump je Nelson Mandela naše generacije
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1,translation-227,"Gre za težave žensk v STEM-u. Kaj pa težave žensk v interaktivnih medijih: ne zmagujem več proti svojim prijateljem v Smashu, ker študirajo preklete videoigre."
An uppity receptionist just told me an initial assessment to have someone simply look at my teeth the exact same way my dentist did for free will cost £165. I might have laughed at them down the phone.,0,translation-1281,"Vzvišena receptorka mi je pravkar povedala, da bo začetna ocena, da nekdo preprosto pogleda moje zobe na popolnoma enak način, kot jih je moj zobozdravnik brezplačno, stala 165 £. Morda sem se jim smejal po telefonu."
Last night I wanted a quesadilla so bad but I ate salad. Now though??? My time has come. I am eating a quesadilla.,0,translation-1263,"Sinoči sem si tako zelo želel quesadillo, ampak sem jedel solato. Pa zdaj??? Moj čas je prišel. Jem quesadillo."
does ur dad hate you for no reason or are you normal?,1,translation-1006,Ali te tvoj oče sovraži brez razloga ali si normalen?
I wanted to stock up on office supplies at Tesco but all I could find in the aisle was wine,1,translation-275,"Hotel sem si založiti pisarniške potrebščine v Tescu, a na polici sem našel le vino"
"@geekcubed Rant completely warranted! 
Market Research is my thing, and I lose count of how many times UX appears to be a distant concern compared to “but we must gather ALL OF THE DATA”",0,translation-1122,"@geekcubed Rant povsem upravičen!
Tržne raziskave so moja stvar, in ne štejem več, kolikokrat se zdi, da je UX oddaljena skrb v primerjavi z ""moramo zbrati VSE PODATKE"""
It looks so warm looking and so inviting I miss those lovely real fires ♥️,0,translation-1148,"Izgleda tako toplo in vabljivo, pogrešam tiste čudovite prave ognje ♥️"
I may look happy on the outside bit on the inside I'm dying #painful #sad,1,translation-154,"Navzven morda izgledam srečen, a v sebi umiram #boleče #žalostno"
Good to see that our rulers are trying to show that they are just like us really! *sniff*,1,translation-357,"Dobro je videti, da naši vladarji poskušajo pokazati, da so res takšni kot mi! *smrk*"
"I remember this story (it wasn't iPhone 13 though), people were justifying it 😭😭",0,translation-1708,"Spomnim se te zgodbe (ni šlo za iPhone 13), ljudje so jo upravičevali 😭😭"
just wondering how to get my diss down by 1500 words .. such fun,1,translation-537,"Samo se sprašujem, kako skrajšati svoje delo za 1500 besed .. tako zabavno"
"Top 3 ranked video games of all time:

1. Minecraft
2. Roblox Paintball
3. Every single Just Dance",1,translation-173,"Najboljše 3 videoigre vseh časov:

1. Minecraft
2. Roblox Paintball
3. Vsaka posamezna Just Dance"
it’s Songkran right now in Thailand and I wish I was there😩😩,0,translation-1324,"Zdaj je Songkran na Tajskem in želim si, da bi bil(a) tam 😩😩"
I called out an insta post for fat shaming and am now being told that making fun of someone having no neck is “not making fun of someone’s appearance” !!! The more you know guys!,1,translation-426,"Pokomentirala sem objavo na Instagramu zaradi sramotenja debelosti in zdaj mi govorijo, da se norčevanje iz nekoga, ki nima vratu, “ni norčevanje iz videza” !!! Več kot veste, fantje!"
How soon is too soon to quit your first job? 🤔 #adultquestions,0,translation-1555,"Kako hitro je prehitro, da bi dali odpoved pri svoji prvi službi? 🤔 #odraslavpašanja"
We really need to remind people that universal healthcare means never needing to sit through another annual explanation of benefits meeting,1,translation-90,"Resnično moramo ljudi spomniti, da univerzalno zdravstveno varstvo pomeni, da nikoli več ne bo treba sedeti na letnem sestanku za razlago ugodnosti."
yes it makes perfect sense for harry and ginny to get together. it's not like she was the most boring person ever or anything,1,translation-895,"ja, res ima popoln smisel, da sta se Harry in Ginny skupaj znašla. Ni kot da je bila ona najbolj dolgočasna oseba doslej ali kaj podobnega."
"I have so many games, and no time to play them. :( #momproblems",0,translation-1614,"Imam toliko iger, a nimam časa, da bi jih igral. :( #problemiMame"
Been looking forward to today all weekend.  Mondays are the best.  I feel fresh and ready to start the week.  SAID NO ONE EVER!! ,1,translation-500,"Cel vikend sem se veselil današnjega dne. Ponedeljki so najboljši. Počutim se sveže in pripravljeno, da začnem teden. REKEL NIHČE NIKOLI!!"
Everyday in class I count how many days I have left in the semester #isitsummeryet 😩,0,translation-1879,"Vsak dan med poukom štejem, koliko dni mi še ostane do konca semestra #ježegezapon 🤦"
too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,1,translation-686,"Preveč tipov nosi birkenstocke s nogavicami. Odrastite. Dajte noge na plano, človek."
I love when I learn about stuff I've apparently done and said from people😂,1,translation-562,"Obožujem, ko izvem o stvareh, ki sem jih očitno naredil in rekel, od drugih ljudi😂"
"Not sure if I’m unpopular or if Christmas cards are no longer fashionable,but the only one I’ve had so far this year is off the peoples postcode lottery. Worrying times….",0,translation-1785,"Nisem prepričan, ali nisem priljubljen ali božične voščilnice niso več v modi, ampak edina, ki sem jo letos dobil, je bila od loterije Poštne številke. Skrb vzbujajoči časi..."
"""You're not a normal white girl"" lol ok",1,translation-881,"""Nisi običajno belo dekle"" haha prav"
"🙈🙈nitey nite twitter.
I’m done now with all the bad news.
Have a good evening all x",0,translation-1248,"🙈🙈 lahko noč, Twitter.
Dovolj imam vseh slabih novic.
Lepo se imejte vsi skupaj x"
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,1,translation-910,"Meniš, da preverijo, če ima srednjeletni bel moški majhen penis, ko gre kupit velik dvignjen novi F150? Ali mu preprosto verjamejo na besedo?"
Tell u what it’s sooo nice to see things getting back to normal 🥺🥺,0,translation-1229,"Povem vam, res je lepo videti, da se stvari vračajo v normalo 🥺🥺"
Thank you for your response but a 3rd carriage might help next time!,0,translation-1531,"Hvala za vaš odziv, vendar bi tretji vagon lahko pomagal naslednjič!"
It’s so easy to have the best day until someone lies to your face 🥰❤️😭,1,translation-786,"Tako preprosto je imeti najboljši dan, dokler ti nekdo ne laže v obraz 🥰❤️😭"
I am just loving life in Covid times. Long may it last!,1,translation-301,Samo uživam v življenju v času Covida. Naj traja še dolgo!
REALLY wishing i was born 4 months eallrlier right about now #Election2016,0,translation-1479,"RES si želim, da bi se rodil štiri mesece prej zdaj #Volitve2016"
@BellularGaming Blizzard will have to make sure it doesn't exceed the recommended fun level of 10%.,1,translation-41,"@BellularGaming Blizzard bo moralo poskrbeti, da ne preseže priporočene ravni zabave 10%."
"This is a great month for me, #NewWorldMMO comes out and literally the 1st of October Im going to see #TheManySaintsOfNewark if its 2 things people know about me is that I love MMOs and The Sopranos",0,translation-1230,"To je res odličen mesec zame, #NewWorldMMO bo izšel in dobesedno že 1. oktobra grem gledat #TheManySaintsOfNewark. Če me ljudje poznajo po dveh stvareh, je to, da obožujem MMO-je in Sopranove."
"Study, study, study",0,translation-1999,"Uči se, uči se, uči se"
"Powerful. I was diagnosed with PTSD 1 year ago, now I’m about to move to a new state alone &amp; feeling fearless. Take back your power https://t.co/MSacXYs9FI",0,translation-1488,"Močno. Pred letom dni so mi diagnosticirali PTSP, zdaj pa se pripravljam, da se sama preselim v novo državo in se počutim neustrašno. Vzemi nazaj svojo moč https://t.co/MSacXYs9FI"
did you actually fly on a plane if you didn’t post a picture of the view from your window?,1,translation-578,"Ali si res letel z letalom, če nisi objavil slike pogleda iz okna?"
