text,label,custom_id,translation
@BeschlossDC I stayed home sick from elementary school and watched it at my grandma’s house.  I don’t think I understood exactly what happened and that it was such a tragedy.,0,translation-1871,"@BeschlossDC Ostal sem doma bolan iz osnovne šole in sem si to ogledal pri babici. Mislim, da nisem popolnoma razumel, kaj se je zgodilo in da je bila to taka tragedija."
safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,1,translation-103,"Varno je reči, da je moje življenje veliko boljše https://t.co/pE5isUMOpk https://t.co/K2hep49TcF"
@VertigoTeaparty fashion souls! fashion souls! fashion souls at lunch!,0,translation-1287,@VertigoTeaparty modni duše! modni duše! modni duše za kosilo!
Not telling anyone how I voted in case it doesn't come true #EUref,1,translation-839,"Ne bom nikomur povedal, kako sem glasoval, če slučajno ne bo res #EUref"
"@adi_jord agreed, this is ridiculous, gotta cop a pair",1,translation-281,"@adi_jord se strinjam, to je smešno, moram si privoščiti par"
The villains in super hero films are awfully polite. They always confine their invasions to being above one particular city,1,translation-1016,Zlikovci v superjunaških filmih so strašno vljudni. Vedno omejijo svoje invazije na en določen 
"as a poly dude, this ""boyfriends"" comic is really fucking adorable i dont trust no bitches who say its ""fetishy"" or ""not good representation"" i love them id die 4 them",0,translation-1920,"Kot poliamoren tip, je ta strip ""Boyfriends"" resnično prekleto ljubek. Ne zaupam nobenim bejbam, ki pravijo, da je ""fetišističen"" ali ""ni dobra reprezentacija"". Obožujem jih, umrl bi zanje."
As if we’re all actually going back to the footy tomorrow literally gonna be epic,0,translation-1189,"Kot da bomo vsi dejansko šli nazaj na nogomet jutri, bo resnično epsko"
Johnson’s levelling up will do as much for the North as Cameron’s Northern Powerhouse did.,0,translation-1371,Johnsonovo izenačevanje bo naredilo za sever toliko kot Cameronovo Northern Powerhouse.
Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,1,translation-736,"Obožujem, kako vse iz moje košarice prodajo, preden naj bi se razprodaja sploh začela 😒 @ZARA_Care @zara"
i love talking to people about books !!!,0,translation-1671,Obožujem klepetanje z ljudmi o knjigah !!!
"Let me guess, it has to be Charlotte Tilbury makeup. And if by chance you do take it off, use Charlotte Tilbury skincare https://t.co/0c2IfIpy8l",1,translation-467,"Naj uganem, to mora biti ličilo Charlotte Tilbury. In če ga slučajno odstraniš, uporabi nego za kožo Charlotte Tilbury https://t.co/0c2IfIpy8l"
"I hurt my foot like 3 days ago,  I have no idea how, but it hurts to put pressure on it. Love that for me",1,translation-67,"Pred približno tremi dnevi sem si poškodoval nogo, nimam pojma, kako, ampak boli me, ko nanjo pritisnem. Obožujem to zame."
"if you see me crying in the self-service car wash in my rosati’s uniform, no you didn’t ❤️",1,translation-45,"Če me vidiš jokati v samopostrežni avtopralnici v uniformi Rosati's, ne, nisi me videl ❤️"
"@richardosman @GMB @susannareid100 @piersmorgan You've a book out? I hadn't realised.

Yes, you've already read this 8763 times this week, but hey.",1,translation-189,"@richardosman @GMB @susannareid100 @piersmorgan Imate novo knjigo? Nisem opazil.

Ja, to si že prebral 8763-krat ta teden, ampak hej."
Imagine going to university for 4 years when you could just follow Elon Musk on twitter for free,1,translation-911,"Si predstavljate, da bi hodili na univerzo 4 leta, ko pa bi lahko brezplačno sledili Elonu Musku na Twitterju."
I only watch youtubers that apologize when they mention their video sponsor,0,translation-1877,"Gledam samo YouTuberje, ki se opravičijo, ko omenijo svojega sponzorja videa."
"Day 38 of quarantine is an interesting time to get a new drum kit, neighbor",1,translation-420,"Dan 38 karantene je zanimiv čas za nabavo novih bobnov, sosed."
Get in there YES YES YES YES YES 🙌🏻,0,translation-1363,"Notri daj, JA JA JA JA JA 🙌🏻"
The USA gymnastics team is having a rough time,0,translation-1158,Ameriška gimnastična ekipa ima težke čase.
Boris johnson must host the best parties,1,translation-116,Boris Johnson zagotovo prireja najboljše zabave
"do other people have extremely long, meticulously detailed, and always stressful to downright terrifying dreams that u could easily turn into a book or screenplay if u had any sort of motivation or do i just have Trauma",0,translation-1590,"Ali imajo tudi drugi ljudje izjemno dolge, natančno podrobne in vedno stresne do naravnost grozljive sanje, ki bi jih lahko zlahka spremenili v knjigo ali scenarij, če bi imeli kakršnokoli motivacijo, ali imam samo Jaz travme?"
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",1,translation-800,"Gledal sem film 127 ur... Malce me je spomnil na tisto enkrat, ko sem dobil bolečo trnico. Zdaj pišem knjigo o tem, javite se za podpisan izvod."
@MollyJongFast I think it should be allowed for customer service workers to squirt water into their face like how they do sometimes to train pets,1,translation-445,"@MollyJongFast Mislim, da bi morali dovoliti delavcem v službi za pomoč strankam, da strankam špricajo v obraz z vodo, kot to včasih naredijo za treniranje hišnih ljubljenčkov."
"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",1,translation-820,"@AmazonUK, zakaj Alexa UK ne dobiva izboljšav, kot so Guard, Adaptive Volume, moški glas? Bi morali za naprave plačati manj kot v ZDA?"
".@EmmaRaducanu will be claimed by the Brits, Canadians, Romanians and Chinese. What a future she has ahead of her. A star for life.",0,translation-1080,".@EmmaRaducanu si bodo lastili Britanci, Kanadčani, Romuni in Kitajci. Kakšna prihodnost jo čaka. Zvezda za vse življenje."
Oh yes thank you mr delivery man so much for delivering my important and fragile package by leaving it on the doorstep in the pouring rain!Very glad you didn'tring the bell or leave it in my safe place as suggested!,1,translation-915,"O ja, hvala gospod dostavljalec, ker ste moj pomemben in krhek paket pustili na pragu v dežju! Zelo sem vesel, da niste pozvonili ali pustili paketa na varnem mestu, kot je bilo predlagano!"
"Uh oh, what if after Trump recovers and tells everyone it wasn't a big deal all of his supporters will stop taking this seriously??",0,translation-1282,"Uf, kaj pa, če Trump po okrevanju pove vsem, da to ni bila velika stvar, in njegovi podporniki prenehajo jemati to resno??"
"Also my Twitter seems v quiet, what is going on?",0,translation-1270,"Tudi moj Twitter se zdi zelo tih, kaj se dogaja?"
President Biden: “We’re going to protect vaccinated workers from unvaccinated co-workers” https://t.co/D6fjWmdRW4,0,translation-1799,"Predsednik Biden: ""Zaščitili bomo cepljene delavce pred necepljenimi sodelavci"" https://t.co/D6fjWmdRW4"
let’s bring it home biden,0,translation-1552,"prinesimo zmago domov, Biden"
love living in a capitalist society where i look forward to getting a surgery where i’m legit GETTING AN INTERNAL BODY PART REMOVED bc it means i’ll get a few days off from work xoxo,1,translation-242,"obožujem življenje v kapitalistični družbi, kjer se veselim operacije, pri kateri mi bodo dobesedno ODSTRANILI NOTRANJI ORGAN, ker to pomeni, da bom imela nekaj dni prosto od dela xoxo"
Anyone else wanna ruin me day x,1,translation-518,Ali si še kdo želi uničiti moj dan x
What an incredible race #Formula1,0,translation-1225,Kako neverjetna dirka #Formula1
It's another wet and windy day in typically wet and windy Accrington.,0,translation-1949,To je še en moker in vetroven dan v tipično mokrem in vetrovnem Accringtonu.
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",1,translation-502,@MailOnline Še en mizogin in homofoben raper.. kako presenetljivo!
I nominate this numb nut to have his citizenship revoked. You??,0,translation-1132,Tega bevsedja predlagam za odvzem državljanstva. Ti??
trying to figure out how to use notion for my anime list. I think i’m dying,1,translation-307,"Poskušam ugotoviti, kako uporabljati Notion za svoj seznam animejev. Mislim, da umiram"
I miss wearing makeup,0,translation-1825,Pogrešam nošenje ličil.
Got complimented on my skills in da kitchen today by both my managers and the head chef lfg 😎,0,translation-1867,Danes sta me moja dva upravnika in glavni kuhar pohvalila za moje veščine v kuhinji lfg 😎
I simply love it when I get my Deliveroo and they have given me a whole different person's order! So fun! ,1,translation-845,"Preprosto obožujem, ko dobim svoj Deliveroo in so mi dali naročilo popolnoma druge osebe! Tako zabavno!"
Drake literally ended everyone in the industry like,0,translation-1651,"Drake je dobesedno uničil vse v industriji, kot da"
"There's far too much ""imagine if you had kids"" talk and far too little ""imagine if you couldn't have kids"" talk.",0,translation-1176,"Preveč je govora ""predstavljaj si, da bi imel otroke"" in premalo ""predstavljaj si, da ne bi mogel imeti otrok""."
See the boys in action tomorrow night as the Tip Off returns!,0,translation-1937,"Jutri zvečer si oglejte fante v akciji, ko se vrača Tip Off!"
My whisky of the month for November just got a wedge taken off it!,0,translation-1260,Moj viski meseca za november so mi pravkar zmanjšali!
i would rather be outside reed timmers car in f3 tornado winds than go to work today,1,translation-831,"Raje bi bil zunaj avtomobila Reeda Timmerja v vetrovih tornada F3, kot pa šel danes v službo."
all i do is kiss my kitty on the forehead and tell her how much i love her,0,translation-1507,"Vse, kar počnem, je, da poljubljam svojo mačko na čelo in ji govorim, koliko jo imam rad/a."
"ANY PENSIONER AND 4 YEAR OLD WHO DARE TAKE ME ON AT DINOSAUR THEMED CRAZY GOLF WILL BE CRUSHED, CRUSHED I TELL YOU. https://t.co/yZlafy0lsd",1,translation-951,"KDORKOLI, UPOKOJENEC ALI 4-LETNIK, KI SI UPAJO IZZVATI ME NA MINI GOLF S TEMO DINOZAVROV, BODO ZMEČKANI, ZMEČKANI VAM PRAVIM. https://t.co/yZlafy0lsd"
"I can't tell if my professors keep skipping/delaying Introductions because grad school is so serious and important that you have to immediately dive into material, or if because classes at AU haven't been in-person in two years all the profs are majorly disoriented",0,translation-1778,"Ne vem, ali moji profesorji preskakujejo/odlašajo Uvode, ker je podiplomski študij tako resen in pomemben, da se moramo takoj poglobiti v snov, ali ker pouk na AU že dve leti ni bil v živo in so vsi profesorji zelo zmedeni."
Remember the hundred emails from companies when Covid started getting real? I’ve gotten three in regards to support for protests. And only @SavageXFenty shared helpful links and actually said black lives matter... we love capitalism 🥰🙌🏼,1,translation-178,"Se spomniš stotih emailov podjetij, ko je Covid začel postajati resen? Dobil sem tri v zvezi s podporo protestom. In samo @SavageXFenty je delil koristne povezave in dejansko rekel, da črna življenja štejejo... obožujemo kapitalizem 🥰🙌🏼"
"Surely if all Opticians boycotted contact lens manufacturers until they stopped supplying dodgy online stores, we'd end up with fewer parasitic sites that don't require a fit, aftercares or even a valid eye test.",0,translation-1326,"Seveda, če bi vsi optiki bojkotirali proizvajalce kontaktnih leč, dokler ti ne bi prenehali oskrbovati sumljive spletne trgovine, bi imeli manj parazitskih strani, ki ne zahtevajo prilagajanja, poprodajne oskrbe ali celo veljavnega očesnega testa."
"I recovered a repressed memory today of working at @kumandgo in high school 13 years ago &amp; having to answer the phone as “we go all out at Kum &amp; Go, this is Shelby. How can I help you?” And the prank calls that led to. Pretty sure K&amp;G owe me therapy.",1,translation-836,"Danes sem se spomnila potlačenega spomina, ko sem pred 13 leti delala v @kumandgo v srednji šoli in sem se morala oglašati po telefonu z ""gremo na polno pri Kum & Go, tukaj Shelby. Kako vam lahko pomagam?"" In vse tiste hecne klice, ki so sledili temu. Prepričana sem, da mi K&G dolguje terapijo."
i just absentmindedly scooped a spoonful of cat food into my cup of coffee. someone please save me from myself,0,translation-2080,ravnokar sem odsotno zajela žlico mačje hrane v svojo skodelico kave. nekdo naj me prosim reši same sebe
What kind of sins have y’all been committing for God to punish us with this kinda weather...,1,translation-143,"Kakšne grehe ste vsi storili, da nas je Bog kaznoval s takšnim vremenom..."
(this is not to say I don’t love helping out on CTL or volunteering - I just don’t love doing it all at once during finals to check a box off 🙃),0,translation-1934,"(To ne pomeni, da ne obožujem pomoči pri CTL ali prostovoljstva - preprosto se mi ne ljubi vsega delati naenkrat med izpiti, samo da lahko odkljukam polje 🙃)"
"Really looking forward to going Christmas shopping with my anti-vax, anti-mask, global conspiracy believing sister this weekend. ",1,translation-858,"Res se veselim božičnega nakupovanja s svojo sestro, ki je proti cepljenju, proti maskam in verjame v svetovno zaroto ta vikend."
"Get ready for the next big horror game this season, Slender Suburban Man",1,translation-1028,"Pripravite se na naslednjo veliko grozljivo igro te sezone, Slender Suburban Man"
I just realised that Kate Bishop and Yelena can go on dogwalking dates together,0,translation-1163,"Ravno sem ugotovil/a, da lahko Kate Bishop in Yelena hodita na zmenke z sprehajanjem psov skupaj"
Only positive of sitting in traffic for over an hour is catching people picking their noses in the cars next to you. Current count: 4,0,translation-1445,"Edina pozitivna stvar pri tem, da sediš v prometni gneči več kot eno uro, je opazovanje ljudi, ki si vrtajo po nosu v avtomobilih poleg tebe. Trenutno število: 4"
zoom university is destroying my mental health✌️,0,translation-1301,Zoom univerza mi uničuje duševno zdravje✌️
I feel like with the pandemic and all we should now be allowed to publicly shame babies for just like coughing into the open air you know what I mean,1,translation-996,"Imam občutek, da bi zdaj s pandemijo in vsemu morali imeti dovoljenje, da javno sramotimo dojenčke, ki kar tako kašljajo naokoli v odprt zrak, če veš, kaj mislim."
@mcfcok82 Thank you for your well balanced and thoughtful input,1,translation-156,@mcfcok82 Hvala za tvoje uravnoteženo in premišljeno mnenje
@LittleBigPlanet Thanks for the update. No need to rush take your time :),0,translation-1346,"@LittleBigPlanet Hvala za posodobitev. Ni treba hiteti, vzemite si čas :)"
I think he's lost the plot 🤔,0,translation-1997,"Mislim, da je izgubil kompas 🤔"
Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,1,translation-729,"Navdihnil me je tisti tip z 'večerjo z Jay Z-jem', ki še vedno vztraja. Odločil sem se, da mu zdaj verjamem."
It’s so much harder to get out of bed in the morning when it’s so freezing cold and you’re all cozy 🥺,0,translation-1652,"Toliko težje je zjutraj vstati iz postelje, ko je tako zelo mrzlo, ti pa na toplem in udobnem 🥺"
As a woman I dont need hobbies dreams or goals cause I can spend all my time wondering why he didnt text back crying into a bag of doughnuts,1,translation-815,"Ker sem ženska, ne potrebujem hobijev, sanj ali ciljev, saj lahko ves svoj čas preživim spraševajoč se, zakaj ni odgovoril na sporočilo, in jokam v vrečko krofov."
I may look happy on the outside bit on the inside I'm dying #painful #sad,1,translation-154,"Navzven morda izgledam srečen, a v sebi umiram #boleče #žalostno"
Good to see that our rulers are trying to show that they are just like us really! *sniff*,1,translation-357,"Dobro je videti, da naši vladarji poskušajo pokazati, da so res takšni kot mi! *smrk*"
The fair-weather fans in all of these threads. Wake up call. Fleury is a human being. Surprise!,1,translation-265,Priložnostni navijači v vseh teh nitih. Prebujanje. Fleury je človeško bitje. Presenečenje!
it’s Songkran right now in Thailand and I wish I was there😩😩,0,translation-1324,"Zdaj je Songkran na Tajskem in želim si, da bi bil(a) tam 😩😩"
Reminds me of the time I told the lads I’m getting a round in then asked them to pay them self,0,translation-1404,"Spominja me na tisti čas, ko sem rekel fantom, da jih častim, nato pa jih prosil, naj sami plačajo."
“i think you’ll find it pairs well with food” LMAO why am i jeff,0,translation-1659,"""Mislim, da se bo dobro ujemalo s hrano"" LOL zakaj sem pa zdaj jaz Jeff?"
every time i see someone named david im like ….. wow… that really IS a guy named david,0,translation-2112,"vsakič, ko vidim nekoga z imenom David, sem kot ... wow... to je res fant po imenu David"
We really need to remind people that universal healthcare means never needing to sit through another annual explanation of benefits meeting,1,translation-90,"Resnično moramo ljudi spomniti, da univerzalno zdravstveno varstvo pomeni, da nikoli več ne bo treba sedeti na letnem sestanku za razlago ugodnosti."
yes it makes perfect sense for harry and ginny to get together. it's not like she was the most boring person ever or anything,1,translation-895,"ja, res ima popoln smisel, da sta se Harry in Ginny skupaj znašla. Ni kot da je bila ona najbolj dolgočasna oseba doslej ali kaj podobnega."
"I have so many games, and no time to play them. :( #momproblems",0,translation-1614,"Imam toliko iger, a nimam časa, da bi jih igral. :( #problemiMame"
too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,1,translation-686,"Preveč tipov nosi birkenstocke s nogavicami. Odrastite. Dajte noge na plano, človek."
I love when I learn about stuff I've apparently done and said from people😂,1,translation-562,"Obožujem, ko izvem o stvareh, ki sem jih očitno naredil in rekel, od drugih ljudi😂"
Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,1,translation-364,"Vstopna delovna mesta, ki zahtevajo 3 leta predhodnih izkušenj 💕💕 obožujem 💕💕"
@lora__ SHOCKED. How am I supposed to tell the kids they're not going to Disneyland on June 21st after all? It's already been cancelled 36 times! https://t.co/SV8gpPn6yw,1,translation-327,"@lora__ ŠOKIRANA. Kako naj otrokom povem, da 21. junija vendarle ne gredo v Disneyland? Že 36-krat je bilo odpovedano! https://t.co/SV8gpPn6yw"
"""You're not a normal white girl"" lol ok",1,translation-881,"""Nisi običajno belo dekle"" haha prav"
"🙈🙈nitey nite twitter.
I’m done now with all the bad news.
Have a good evening all x",0,translation-1248,"🙈🙈 lahko noč, Twitter.
Dovolj imam vseh slabih novic.
Lepo se imejte vsi skupaj x"
I can't believe omicron is an anagram of no crimbo! The government designed this covid variant just in time for christmas!,1,translation-61,"Ne morem verjeti, da je omikron anagram za brez božiča! Vlada je oblikovala to covidno različico ravno v času božiča!"
@c_j_mcburney Suspect there’s still room for you in the ground,1,translation-766,"@c_j_mcburney Sumim, da je še vedno prostor zate v zemlji"
It’s so easy to have the best day until someone lies to your face 🥰❤️😭,1,translation-786,"Tako preprosto je imeti najboljši dan, dokler ti nekdo ne laže v obraz 🥰❤️😭"
I am just loving life in Covid times. Long may it last!,1,translation-301,Samo uživam v življenju v času Covida. Naj traja še dolgo!
2 x sand eating toddlers for sale. No previous owners. DM for details x,1,translation-897,"2 x otroka, ki jesta pesek, naprodaj. Brez prejšnjih lastnikov. Pošlji sporočilo za podrobnosti x"
"If you truly love someone, just remember this. They will dump you for someone better :)",1,translation-124,"Če resnično ljubiš nekoga, samo zapomni si to. Zapustili te bodo za nekoga boljšega :)"
"Me&gt; I'm fine 
Also me&gt; 24/7 star trek on my mind",0,translation-1650,"Jaz: V redu sem 
Prav tako jaz: 24/7 imam Star Trek v mislih"
The Non-Nonconformists - I'm Just Doing My Job https://t.co/gjocqn4O8L via @YouTube,0,translation-1210,The Non-Nonconformists - Samo opravljam svoje delo https://t.co/gjocqn4O8L preko @YouTube
"Powerful. I was diagnosed with PTSD 1 year ago, now I’m about to move to a new state alone &amp; feeling fearless. Take back your power https://t.co/MSacXYs9FI",0,translation-1488,"Močno. Pred letom dni so mi diagnosticirali PTSP, zdaj pa se pripravljam, da se sama preselim v novo državo in se počutim neustrašno. Vzemi nazaj svojo moč https://t.co/MSacXYs9FI"
did you actually fly on a plane if you didn’t post a picture of the view from your window?,1,translation-578,"Ali si res letel z letalom, če nisi objavil slike pogleda iz okna?"
Excited it's almost Thanksgiving!,0,translation-1570,"Navdušen sem, da se bliža zahvalni dan!"
only have to physically be in uni for an hour a week looool mmmm take my 9k xxxxx,1,translation-367,"Samo eno uro na teden moram fizično biti na faksu, hmmm vzemite mojih 9 tisoč evrov xxxxx"
I love working in the office instead of home. I wish they did a wax melt of Bob's BO so that I could smell it at home too.,1,translation-229,"Obožujem delo v pisarni namesto doma. Želim si, da bi naredili dišečo svečo z vonjem Bobovega telesnega vonja (BO), da bi ga lahko vonjal tudi doma."
Boris looked so statesman-like in that public address,1,translation-177,Boris je bil videti resnično državotvorno v tem javnem nagovoru.
hug your loved ones right every single day. life is not promised to us so make every second count,0,translation-1458,"Objemite svoje ljubljene vsak posamezen dan. Življenje nam ni zagotovljeno, zato izkoristite vsako sekundo."
Every time I see an establishment with paper straws I turn a little bit Republican,1,translation-616,"Vsakič, ko vidim lokal s papirnatimi slamcami, postanem malo bolj republikanski."
Andrews really trying to explain to me that football and rupauls drag race aren’t the same thing when it in fact is the same thing.,1,translation-872,"Andrews mi resnično poskuša razložiti, da nogomet in Rupaulova Drag Race nista isti stvari, ko pa v resnici sta isti stvari."
"My favourite thing driving to work in the morning is how peaceful and slow everyone is. I love when people don’t know where they’re going, like they are just out for a stroll at 8:30 in the morning. It makes me so happy.",1,translation-893,"Moja najljubša stvar pri vožnji v službo zjutraj je, kako mirni in počasni so vsi. Obožujem, ko ljudje ne vedo, kam gredo, kot da bi šli samo na sprehod ob 8:30 zjutraj. To me resnično osrečuje."
BBC news why on earth do you have an Independent Sage member on and especially that politically inspired doomster Christina Pagel?,0,translation-1309,"BBC zakaj za vraga imate člana Neodvisnega Sage v oddaji, in še posebej politično navdihnjeno glasnico pogube Christino Pagel?"
Facetiming my friends has made me realise how much i miss them :(,0,translation-1405,"Videoklici z mojimi prijatelji so me spomnili, koliko jih pogrešam :("
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1,translation-532,"Pravkar sem vstal ob petih petinštirideset na nedeljo, da bi kot navijač Ferrarija gledal Japonsko Grand Prix dirko in videl Vettla skočiti (in nato zajebati) start, Leclerc pa se je zapletel z Verstappenom v ovinku 2. Čudovito."
"I feel like influencers encouraging their fans, many of whom don’t have much money, to buy coins in something the influencer is heavily invested in is super immoral",0,translation-2113,"Imam občutek, da je, ko vplivneži spodbujajo svoje oboževalce, od katerih mnogi nimajo veliko denarja, naj kupujejo kovance v nečem, v kar je vplivnež močno vložen, to zelo nemoralno."
i think....when packs go on sale....i will buy Get Together and Paranormal?? 🤔 i was actually kind of disappointed with the gameplay i saw in Paranormal but recently i've been craving new careers so,0,translation-2099,"Mislim.... ko bodo paketi v akciji.... bom kupil združevanje in paranormalno?? 🤔 Pravzaprav sem bil kar razočaran nad igro, ki sem jo videl v Paranormalnem, ampak v zadnjem času sem hrepenel po novih karierah, zato"
wild that theres a whole industry of pop ups that are like just elaborate ig photo ops and people are paying for them???,0,translation-1605,"Norec, da obstaja cela industrija pop-upov, ki so kot dodelane priložnosti za Instagram fotografije, in ljudje za to plačujejo???"
For so long Americans condemned greedy businessmen but made that their sole reason to elect #Trump. #POTUS #Greed,0,translation-2044,"Dolga leta so Američani obsojali pohlepne poslovneže, a so zaradi tega izvolili #Trumpa. #POTUS #Pohlep"
